ACCESSIONNUMBER	SIGNATURE_SEQ_KEY	ISSUERNAME	SIGNATURENAME	NAMEOFSIGNER	SIGNATURETITLE	SIGNATUREDATE
0002084317-25-000002	101	Valar Atomics Aug 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0001315863-25-000659	101	Double Eagle Capital Medalist Fund LP	/s/ Ernest W. Kuehne, III	Ernest W. Kuehne, III	Manager of Double Eagle Capital LLC	2025-09-08
0001315863-25-000658	101	DOUBLE EAGLE OFFSHORE CAPITAL ACE FUND LTD	/s/ Ernest W. Kuehne, III	Ernest W. Kuehne, III	Manager of Double Eagle Capital LLC	2025-09-08
0001315863-25-000657	101	DOUBLE EAGLE OFFSHORE CAPITAL ACE FUND LTD	/s/ Ernest W. Kuehne, III	Ernest W. Kuehne, III	Manager of Double Eagle Capital LLC	2025-09-08
0001315863-25-000656	101	DOUBLE EAGLE OFFSHORE CAPITAL ACE FUND LTD	/s/ Ernest W. Kuehne, III	Ernest W. Kuehne, III	Manager of Double Eagle Capital LLC	2025-09-08
0001315863-25-000655	101	DOUBLE EAGLE CAPITAL ACE FUND LP	/s/ Ernest W. Kuehne, III	Ernest W. Kuehne, III	Manager of Double Eagle Capital LLC	2025-09-08
0001315863-25-000654	101	DOUBLE EAGLE CAPITAL ACE FUND LP	/s/ Ernest W. Kuehne, III	Ernest W. Kuehne, III	Manager of Double Eagle Capital LLC	2025-09-08
0001315863-25-000653	101	DOUBLE EAGLE CAPITAL ACE FUND LP	/s/ Ernest W. Kuehne, III	Ernest W. Kuehne, III	Manager of Double Eagle Capital LLC	2025-09-08
0001682558-25-000007	101	Alexander Capital Ventures LLC	Jonathan Gazdak	Jonathan Gazdak	Manager	2025-06-30
0002037234-25-000003	101	VBASE Oil Co	Jeffrey R. DiMaio	Jeffrey R. DiMaio	President & CEO	2025-09-08
0001123292-25-000400	101	Carr Properties Partnership L.P.	/s/ Oliver T. Carr, III	Oliver T. Carr, III	Chief Executive Officer	2025-09-08
0002084084-25-000001	101	Snow-WH-0616 Fund I, a series of AngelList Funds 2025, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-09-08
0002082441-25-000001	101	EZ-0629 Fund II, a series of Roll Up Vehicles, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-09-08
0002070508-25-000001	101	WA-0507 Fund I, a series of Shor Capital, LP	/s/ Abraham Wilson	Abraham Wilson	Authorized Officer of the Agent of Issuer's GP	2025-09-08
0002084286-25-000001	101	NewVale Capital Holdings 4 LLC	/s/Todd Holmes	Todd Holmes	Manager of the Issuer	2025-09-08
0001123292-25-000398	101	Carr Properties Holdings L.P.	/s/ Oliver T. Carr, III	Oliver T. Carr, III	Chief Executive Offier	2025-09-08
0002084588-25-000001	101	GOB Jun 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0002084589-25-000001	101	Kaleida Capital Synchron SPV II a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0002084592-25-000001	101	Team Ignite - Provision Jul 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0002084312-25-000001	101	Founders Market Apr 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0002084313-25-000001	101	Ladder ADvantage a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0002084314-25-000001	101	LFG NL a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0002084316-25-000001	101	Wilbur Swan a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0002084317-25-000001	101	Valar Atomics Aug 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0002084318-25-000001	101	Pari Passu Growth XI a Series of Pari Passu Master II LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0002084319-25-000001	101	DB Space 2 a Series of DB Master LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0002084320-25-000001	101	Duende Ventures SPV X a Series of Duende Capital LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0002084321-25-000001	101	AA Writer Series I a Series of Hiive Writer LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0002084322-25-000001	101	xAI SPV a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0001787066-25-000001	101	Alternative Markets Trading Portfolio Ltd	Alan Tooker	Alan Tooker	Director of the Issuer	2025-09-08
0001362033-25-000015	101	GSA QMS FUND LP	Henning Bruder	Henning Bruder	Director of the General Partner	2025-09-05
0001362033-25-000014	101	GSA QMS Fund Ltd	Henning Bruder	Henning Bruder	Director	2025-09-05
0001362033-25-000013	101	GSA INTERNATIONAL FUND LP	Henning Bruder	Henning Bruder	Director of the General Partner	2025-09-05
0001362033-25-000012	101	GSA INTERNATIONAL FUND LTD	Henning Bruder	Henning Bruder	Director	2025-09-05
0002035943-25-000001	101	Watermark Strategic Partners, LP	Michael Medzigian	Michael Medzigian	Chief Executive Officer of the General Partner of the Issuer	2025-09-05
0002083914-25-000001	101	TwoShoos LLC	Jesse Clurman	Jesse Clurman	Member	2025-09-05
0002084916-25-000001	101	WellNest Technologies, Inc.	/s/ Andrew Vinnik	Andrew Vinnik	Chief Executive Officer	2025-09-05
0002084940-25-000001	101	SEP VIII Vamos Co-Invest Holdings, L.P.	Eric Kutsenda	Eric Kutsenda	VP, Sec & Mng Dir of GP of the Mng Mbr of the GP of Issuer	2025-08-22
0001213900-25-085182	101	ECA Alternative Asset Investments SCoopSA	/s/ Emad Morrar	Emad Morrar	Director	2025-09-05
0001990648-25-000002	101	AG DLI Lux V (Unlevered), SCSp	/s/ Christopher Moore	Christopher Moore	General Counsel of Manager of the General Partner	2025-09-05
0001909189-25-000014	101	Thurlow Veterinary Services Inc.	Robert Welge, III	Robert Welge, III	President	2025-09-05
0001641172-25-026765	101	WRAP TECHNOLOGIES, INC.	/s/ Scot Cohen	Scot Cohen	Chief Executive Officer and Executive Chairman of the Board	2025-09-05
0001989266-25-000002	101	AG Net Lease Realty Fund V-A, L.P.	/s/ Christopher Moore	Christopher Moore	General Counsel of Manager of the General Partner	2025-09-05
0002084962-25-000001	101	CES Properties Fund LIV (Murrieta Loan) LLC	William C. Wagner	William C. Wagner	President of Manager of LLC	2025-09-05
0001989432-25-000002	101	Stellium Partners, LP	/s/ Scott K. Banerjee	Scott K. Banerjee	Manager of the General Partner, SKB Capital Management LLC	2025-09-05
0001989233-25-000002	101	ECP Capital Group RE Fund, LLC	/s/ Erik Pancheri	Erik Pancheri	Manger of the Manager, EP13 Mgmt LLC	2025-09-05
0002084960-25-000001	101	CES Properties Fund LIII (TEPF 6) LLC	William C. Wagner	William C. Wagner	President of Manager of LLC	2025-09-05
0002084065-25-000001	101	USDH Parent, LLC	Joshua E. Barza	Joshua E. Barza	Attorney-in-Fact	2025-09-05
0002084643-25-000001	101	Crosscut SPV Frontier, L.P. - Series 1	/s/Brian Garrett	Brian Garrett	Managing Member of the GP	2025-09-05
0002084947-25-000001	101	Industrious Ventures Growth III, LLC	Henri Rizack	Henri Rizack	Managing Director	2025-09-05
0001877131-25-000001	101	GEM goHomePort Fund 1, LP	Jordan Gallacher	Jordan Gallacher	Managing Member	2025-09-05
0002084350-25-000001	101	Ngentix, Inc.	Lawrence Nguyen	Lawrence Nguyen	Chief Operating Officer	2025-09-05
0002084819-25-000001	101	SOULLINK TECHNOLOGY CO., Ltd	wang sen	wang sen	president	2025-09-05
0002083898-25-000001	101	Interlagos II, LLC, an Interlagos Capital Fund	/s/ Achal Upadhyaya	Achal Upadhyaya	Managing Member of the Managing Member	2025-09-05
0002077674-25-000001	102	Crosspoint Capital Fund III-A, LP	MATTHEW MACKENZIE	MATTHEW MACKENZIE	MANAGING PARTNER	2025-09-05
0002077674-25-000001	101	Crosspoint Capital Fund III, LP	MATTHEW MACKENZIE	MATTHEW MACKENZIE	MANAGING PARTNER	2025-09-05
0001929802-25-000009	101	Altus Secured Income Fund, LLC	Forrest Jinks	Forrest Jinks	CEO of Manager	2025-09-05
0002084016-25-000001	101	Greenwich Prestige Properties LLC	Paula Bria	Paula Bria	COO	2025-09-05
0002083900-25-000001	101	Interlagos III, LLC, an Interlagos Capital Fund	/s/ Achal Upadhyaya	Achal Upadhyaya	Managing Member of the Managing Member	2025-09-05
0002082551-25-000001	101	Flamingo Venture Holdco LLC	/s/ Tom Barker	Tom Barker	Manager of the Manager	2025-09-05
0001776935-25-000003	101	Therini Bio, Inc.	/s/ Leslie Schulze	Leslie Schulze	Secretary	2025-09-05
0001751723-25-000002	101	Brooktree Fund LLC	alexander francis	alexander francis	president of manager of llc	2025-09-05
0002054329-25-000005	101	Predictive Oncology Inc.	/s/ Raymond Vennare	Raymond Vennare	Chief Executive Officer	2025-09-05
0001641172-25-026761	101	TNF Pharmaceuticals, Inc.	/s/ Mitchell Glass	Mitchell Glass	Chief Medical Officer	2025-09-05
0000950138-25-000024	101	AI Software Holdings, LLC	/s/ David Karandish	David Karandish	Chief Executive Officer	2025-09-05
0000950138-25-000023	101	AI Software Holdings, LLC	/s/ David Karandish	David Karandish	Chief Executive Officer	2025-09-05
0001989261-25-000003	101	AG Net Lease Realty Fund V, L.P.	/s/ Christopher Moore	Christopher Moore	General Counsel of Manager of the General Partner	2025-09-05
0001534122-25-000006	101	First Andes Silver Ltd.	Charles Hethey	Charles Hethey	Director	2025-09-04
0000950142-25-002387	101	General Atlantic (PPIL) Coinvest, L.P.	/s/ Kelly Pettit	Kelly Pettit	Managing Director of the General Partner	2025-09-05
0002084623-25-000002	101	KKA LMM Fund III GMBH & CO. KG	/s/ Christopher Payne	Christopher Payne	Authorized Officer of the General Partner	2025-09-05
0001104659-25-087902	101	APS Tech LLC	/s/ Sana H. Allana	Sana H. Allana	Chief Financial Officer	2025-09-03
0001493152-25-012758	101	SKYX Platforms Corp.	/s/ Leonard J. Sokolow	Leonard J. Sokolow	Co-Chief Executive Officer	2025-09-05
0002077781-25-000001	101	WP Global Growth 15 Partners, L.P.	Harsha Marti	Harsha Marti	Managing Director and General Counsel of Manager of Issuer	2025-09-05
0002084798-25-000003	101	PromisePoint Fund, LLC	Domenick Montanile	Domenick Montanile	manager of the manager	2025-09-05
0002077526-25-000001	101	Warburg Pincus Global Growth 15 Partners, L.P.	Harsha Marti	Harsha Marti	Managing Director and General Counsel of Manager of Issuer	2025-09-05
0002081989-25-000002	101	Dominari Master SPV LLC, Series XXI Canva	/s/ Eric Newman	Eric Newman	President of the Manager, Dominari Manager LLC	2025-09-05
0002084346-25-000001	101	Button Labs, Inc.	/s/ Atif Khan	Atif Khan	President	2025-09-05
0001062993-25-015365	101	Vertiqal Studios Corp.	/s/ Jon Dwyer	Jon Dwyer	Chief Executive Officer	2025-09-05
0002077527-25-000001	101	Warburg Pincus Global Growth 15-B, L.P.	Harsha Marti	Harsha Marti	Managing Director and General Counsel of Manager of Issuer	2025-09-05
0001870157-25-000002	101	Evolution Parent, Inc.	/s/ Philip T. Evans	Philip T. Evans	Chief Financial Officer, Treasurer and Secretary	2025-09-05
0002077528-25-000001	101	Warburg Pincus Global Growth 15, L.P.	Harsha Marti	Harsha Marti	Managing Director and General Counsel of Manager of Issuer	2025-09-05
0002083816-25-000001	101	Alpha Synthetic Equity Protection Fund, LP	AIMEE SPENCER	AIMEE SPENCER	CCO	2025-09-05
0001437749-25-028501	101	Minnwest Corporation	/s/ T. Todd McVay	T. Todd McVay	President and Chief Executive Officer	2025-09-05
0002084397-25-000001	101	R2B Avondale Commons LLC	Michelle Casillas	Michelle Casillas	By POA from Donald J. Goff, Manager	2025-09-05
0002084910-25-000001	101	Kindred PAI3, L.P.	/s/ Kanyi Maqubela	Kanyi Maqubela	Managing Member of the General Partner	2025-09-05
0000950103-25-011341	101	Strive Enterprises, Inc. / OH	/s/ Benjamin Pham	Benjamin Pham	Chief Financial Officer	2025-09-05
0001786236-25-000032	101	Asset Entities Inc.	Arshia Sarkhani	Arshia Sarkhani	CEO	2025-09-05
0001012975-25-000513	101	Lightview Strategic Partners Fund, LP	/s/ Richard Erickson	Richard Erickson	Member of the GP LLC	2025-09-05
0000950142-25-002386	101	Ghisallo Partners LP	/s/ Michael Germino	Michael Germino	Managing Member of the Ultimate GP of the Issuer	2025-09-05
0000911420-25-000269	101	Halston Waterleigh Investors, LP	/s/ Frank Roessler	Frank Roessler	CEO of Sole-Manager of the General Partner of the Issuer	2024-09-05
0001673131-25-000018	101	RENOVATION BUILDERS LLC	SANDRA BRYANT	SANDRA BRYANT	CORPORATE SECRETARY by POA from ISIKELI FOTOFIL, Exec Off	2025-09-05
0000950142-25-002385	101	Ghisallo International Fund Ltd	/s/ Douglas W. Ambrose	Douglas W. Ambrose	Director	2025-09-05
0001673131-25-000017	101	Velocity at Trailwood, LLC	SANDRA BRYANT	SANDRA BRYANT	CORPORATE SECRETARY by POA from MATTHIAS WILSON, Exec Off	2025-09-05
0002084891-25-000001	101	42 AM Holdings, LLC	/s/ Colbey Arden	Colbey Arden	President and Manager	2025-09-05
0000919574-25-005600	101	Integra Global Advisors VC Access Fund LP - Europe I Series	/s/Gil Orbach	Gil Orbach	Managing Member of the General Partner	2025-09-05
0001104659-25-087852	101	VECTORMAX Corp	/s/ Thomas W.  Pragias	Thomas W.  Pragias	Chief Executive Officer	2025-09-05
0001971978-25-000002	101	Pylon Labs, Inc.	/s/ Martynas Kausas	Martynas Kausas	Chief Executive Officer	2025-08-27
0002081755-25-000002	101	Arc Interactive Inc. / DE	Liam Bickett Walsh	Liam Bickett Walsh	Chief Executive Officer	2025-09-05
0002083516-25-000002	101	Treasury 2.0 Fund LP	Jeffrey Cartright	Jeffrey Cartright	Manager of General Partner	2025-09-05
0002083057-25-000001	101	Community Commercial Services, Inc.	Dodd S. Griffith	Dodd S. Griffith	By POA from Gary Laurash, CFO	2025-09-05
0000929638-25-003405	101	QurAlis Corp	/s/ Kasper Roet	Kasper Roet	Chief Executive Officer of the Issuer	2025-09-04
0002023514-25-000002	101	Haddon Rig Med-Tech Fund, LLC	Evan Kelso	Evan Kelso	President	2025-09-05
0002033548-25-000113	101	iCapital-General Atlantic Investment Partners 2025 Access Fund, L.P.	Max Schwartz	Max Schwartz	Authorized Signatory of the General Partner	2025-09-05
0002051020-25-000002	101	Assumable Technologies Inc.	/s/ Andrew Taylor	Andrew Taylor	Chief Executive Officer	2025-09-05
0002083978-25-000001	101	Dunes Point Capital Fund IV-A, L.P.	Timothy White	Timothy White	Authorized Signatory of the GP of the GP of the Issuer	2025-09-05
0000935836-25-000589	101	Green Rise Opportunity, LP	Andrew Biggs	Andrew Biggs	Manager of GP of Green Rise Partners, LP, General Partner	2025-09-05
0002083979-25-000001	101	Dunes Point Capital Fund IV, L.P.	Timothy White	Timothy White	Authorized Signatory of the GP of the GP of the Issuer	2025-09-05
0002039394-25-000002	101	SIGNATURE REAL ESTATE INCOME FUND VII, LLC	CLINT ACKERMAN	CLINT ACKERMAN	MANAGING MEMBER	2025-09-05
0002084864-25-000001	101	SEP VIII Vamos Holdings, L.P.	Eric Kutsenda	Eric Kutsenda	VP, Sec & Mng Dir of GP of the Mng Mbr of the GP of Issuer	2025-08-22
0002084323-25-000001	101	BiomeSense I a Series of Seaside Ventures Investments LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0002082998-25-000001	101	Rasulov Capital Real Estate Tokenized Fund LLC	/Rovshan Rasulov/	Rovshan Rasulov	Principal	2025-09-05
0002002648-25-000005	101	Bright Uro, Inc.	/s/ Derek Herrera	Derek Herrera	Chief Executive Officer	2025-09-04
0000919574-25-005596	101	Navemar Capital Fund LP	Oliver B. Keller	Oliver B. Keller	Managing Member of the General Partner of the Issuer	2025-09-05
0000905148-25-003295	101	Rose Grove Wellesley Cayman Fund Ltd.	Hope Pascucci	Hope Pascucci	Director of the Issuer	2025-09-05
0000919574-25-005594	101	UNDERHILL PARTNERS, L.P.	/s/ Frank Stolba	Frank Stolba	Authorized Person	2025-09-05
0002083266-25-000001	101	Munson Financial Development Fund LLC	s/Timothy Lange	Timothy Lange	Attorney	2025-09-05
0000919574-25-005592	101	Samlyn Long Alpha Onshore Fund, LP	/s/ Robert Pohly	Robert Pohly	Managing Member of Samlyn Partners, LLC	2025-09-05
0000929638-25-003403	101	Aervivo, Inc.	/s/ Michael Hart	Michael Hart	CEO	2025-09-04
0000905148-25-003294	101	Rose Grove Wellesley Fund LP	Hope Pascucci	Hope Pascucci	Manager of the General Partner	2025-09-05
0002030333-25-000002	101	Boost VC Deep Tech Fund 4, L.P.	Brayton Williams	Brayton Williams	President of the General Partner of the Issuer	2025-09-05
0002084324-25-000001	101	Aalo 31 a Series of Denver Angels LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0000919574-25-005590	101	LEVCO PARTNERS L.P.	/s/ James R. Levitas	James R. Levitas	Managing Member of the General Partner	2025-09-05
0002057818-25-000012	101	Institutional Drilling Fund II LP	/s/ Matthew P. Iak	Matthew P. Iak	Executive Vice President of the Managing General Partner	2025-09-05
0002084325-25-000001	101	CanGoan Jul 2025 a Series of Ventioneers Partners LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-05
0002084865-25-000001	101	Batri US Inc.	/s/ Stephen Hughes	Stephen Hughes	President	2025-09-05
0002083176-25-000001	101	916 Foods Holdco, LLC	Santiago Chico	Santiago Chico	Authorized Representative	2025-09-05
0002084159-25-000001	101	Anth V Aug 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-03
0002080860-25-000003	101	Gambit Capital LLC	Matthew Muller	Matthew Muller	Managing Member	2025-09-05
0001941040-25-000526	101	CONGRUENCE CAPITAL CORE FUND, L.P.	JOSHUA NIP	JOSHUA NIP	CHIEF FINANCIAL OFFICER	2025-09-05
0002084124-25-000001	101	8188 Partners XIV Jul 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-03
0002032589-25-000003	101	Minot Light Capital Appreciation Fund LP	Edward Reilly	Edward Reilly	Managing Member	2025-09-05
0002084125-25-000001	101	Valar Atomics Jul 2025 a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-03
0001962641-25-000013	101	Light Street Technology Select LLC	/s/ Roderick Chisholm	Roderick Chisholm	Authorized Signatory	2025-09-04
0001962641-25-000012	101	GMS Managed Portfolios LLC	/s/ Roderick Chisholm	Roderick Chisholm	Managing Director of the Issuer's Managing Member	2025-09-04
0001962641-25-000011	101	First Pacific: Dynamic Equity Opportunities LLC	/s/ Roderick Chisholm	Roderick Chisholm	Managing Director of the Issuer's Managing Member	2025-09-04
0001962641-25-000010	101	Corvex Dynamic Equity Select Ltd	/s/ Roderick Chisholm	Roderick Chisholm	Managing Director of Issuer's Investment Manager	2025-09-04
0002084126-25-000001	101	Circle of Health SPV-01 MediCircle a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-03
0001962641-25-000009	101	Tactical Tilt Overlay LLC	/s/ Roderick Chisholm	Roderick Chisholm	Authorized Signatory	2025-09-04
0000919574-25-005588	101	Alpine Peaks Long Horizon Fund LP	/s/ Jennifer Ralph Oppold	Jennifer Ralph Oppold	Managing Member of the General Partner	2025-09-05
0002084127-25-000001	101	Haven AI Leonis a Series of CGF2021 LLC	/s/ Brett Sagan	Brett Sagan	General Manager of Sydecar LLC, a Manager of the Applicant	2025-09-03
