onet_soc_code,bls_soc_code,title,description,job_zone,alternate_title_count,alternate_titles_sample,oews_year,employment,annual_mean_wage,annual_median_wage,hourly_mean_wage,hourly_median_wage,employment_prse,ability_originality_lv,ability_problem_sensitivity_lv,ability_deductive_reasoning_lv,ability_inductive_reasoning_lv,ability_selective_attention_lv,ability_oral_comprehension_lv,skill_programming_lv,skill_critical_thinking_lv,skill_judgment_decision_making_lv,skill_complex_problem_solving_lv,skill_systems_analysis_lv,skill_systems_evaluation_lv,skill_social_perceptiveness_lv,skill_active_listening_lv,skill_persuasion_lv,skill_instructing_lv,skill_service_orientation_lv,cognitive_pivot_score
17-2199.03,17-2199,"Energy Engineers, Except Wind and Solar","Design, develop, or evaluate energy-related projects or programs to reduce energy costs or improve energy efficiency during the designing, building, or remodeling stages of construction. May specialize in electrical systems; heating, ventilation, and air-conditioning (HVAC) systems; green buildings; lighting; air quality; or energy procurement.",4,32,Alternative Energy Engineer; Carbon Analyst; Carbon Specialist; Certified Green Building Engineer; Energy Conservation Engineer; Energy Efficiency Engineer; Energy Engineer; Energy Infrastructure Engineer,2024,150750.0,121720.0,117750.0,58.52,56.61,1.2,3.62,4.12,4.12,4.12,3.12,4.75,1.25,4.12,4.0,4.0,4.0,3.75,3.5,4.0,3.0,3.0,3.0,3.983
17-2199.05,17-2199,Mechatronics Engineers,"Research, design, develop, or test automation, intelligent systems, smart devices, or industrial systems control.",4,24,Applications Engineer; Automation Application Engineer; Automation Designer; Automation Engineer; Control Integration Engineer; Control Systems Engineer; Controls Engineering Specialist; Design Engineer (Design Eng),2024,150750.0,121720.0,117750.0,58.52,56.61,1.2,4.12,4.12,4.62,4.0,3.12,4.75,2.38,4.0,4.12,4.25,4.0,4.0,2.88,4.0,3.0,3.12,2.88,4.137
17-2199.06,17-2199,Microsystems Engineers,"Research, design, develop, or test microelectromechanical systems (MEMS) devices.",5,28,Applications Engineer; Arrhythmia Engineer; Control Systems Engineer; Design Engineer; Device Engineer; Engineer; GaN Device Engineer (Gallium Nitride Device Engineer); Medical Device Engineer,2024,150750.0,121720.0,117750.0,58.52,56.61,1.2,4.0,4.25,4.5,4.38,3.38,4.75,2.5,4.12,3.75,4.25,4.0,3.88,3.38,4.25,3.0,3.5,3.0,4.126
17-2199.07,17-2199,Photonics Engineers,"Design technologies specializing in light information or light energy, such as laser or fiber optics technology.",4,23,Algorithm Developer; Display Engineer; DWDM Optical Network Engineer (Dense Wavelength Division Multiplexing Optical Network Engineer); Electro-optical Engineer; Electro-optics Engineer; Engineer; Fiber Optics Engineer; Laser Engineer,2024,150750.0,121720.0,117750.0,58.52,56.61,1.2,4.62,4.12,5.12,4.5,3.0,4.88,2.75,4.75,4.0,4.0,4.0,3.75,2.75,4.12,2.75,3.5,2.62,4.318
17-2199.08,17-2199,Robotics Engineers,"Research, design, develop, or test robotic applications.",4,21,Algorithm Engineer; Automation Engineer; Autonomous Vehicle Design Engineer; Autonomy Engineer; Controls Engineer; Design Engineer; Factory Automations Engineer; Mechatronics Engineer,2024,150750.0,121720.0,117750.0,58.52,56.61,1.2,4.62,4.5,4.75,4.5,3.12,4.88,3.88,4.62,4.12,4.12,4.0,4.12,3.5,4.0,3.38,3.5,2.25,4.372
17-2199.09,17-2199,Nanosystems Engineers,"Design, develop, or supervise the production of materials, devices, or systems of unique molecular or macromolecular composition, applying principles of nanoscale physics and electrical, chemical, or biological engineering.",5,14,Durability Engineer; Nanoelectronics Engineer; Nanofabrication Engineer; Nanofabrication Research Engineer; Nanoindentation Applications Engineer; Nanomaterials Research Scientist; Nanomaterials Synthesis Research Scientist; Nanosystems Engineer,2024,150750.0,121720.0,117750.0,58.52,56.61,1.2,4.38,4.38,5.0,4.88,3.25,5.38,2.88,4.88,4.0,4.12,3.75,3.75,3.25,3.88,3.38,3.38,3.0,4.349
17-2199.10,17-2199,Wind Energy Engineers,Design underground or overhead wind farm collector systems and prepare and develop site specifications.,4,19,Engineer; Project Engineer; SCADA Engineer (Supervisory Control and Data Acquisition); Turbine Engineer; Turbine Measurements Engineer; Utility Engineer; Wind Energy Consultant; Wind Energy Engineer,2024,150750.0,121720.0,117750.0,58.52,56.61,1.2,3.62,3.75,4.38,3.88,2.62,4.38,,4.5,4.0,4.0,3.75,3.62,3.0,3.75,3.38,3.38,2.75,3.944
17-2199.11,17-2199,Solar Energy Systems Engineers,"Perform site-specific engineering analysis or evaluation of energy efficiency and solar projects involving residential, commercial, or industrial customers. Design solar domestic hot water and space heating systems for new and existing structures, applying knowledge of structural energy requirements, local climates, solar technology, and thermodynamics.",4,30,Applications Engineer; Consulting Engineer; Engineer; Photovoltaic System Designer (PV System Designer); Power Systems Engineer; Project Engineer; Renewable Energy Specialist; Research Engineer,2024,150750.0,121720.0,117750.0,58.52,56.61,1.2,3.88,4.25,4.25,4.12,3.0,4.5,2.0,4.0,3.25,4.0,3.12,3.25,3.25,4.0,3.0,3.0,2.88,3.791
17-3011.00,17-3011,Architectural and Civil Drafters,"Prepare detailed drawings of architectural and structural features of buildings or drawings and topographical relief maps used in civil engineering projects, such as highways, bridges, and public works. Use knowledge of building materials, engineering practices, and mathematics to complete drawings.",3,70,Architect; Architectural CAD Drafter (Architectural Computer-Aided Design Drafter); Architectural Computer-Aided Design Technician (Architectural CAD Technician); Architectural Designer; Architectural Drafter; Architectural Draftsman; Architectural Technician; Architectural Technologist,2024,109550.0,68860.0,64280.0,33.11,30.9,2.0,3.12,3.38,3.62,3.25,3.25,3.88,,3.62,3.12,3.75,3.5,3.12,2.88,3.5,2.75,3.38,2.88,3.387
17-3012.00,17-3012,Electrical and Electronics Drafters,"Prepare wiring diagrams, circuit board assembly diagrams, and layout drawings used for the manufacture, installation, or repair of electrical equipment.",3,48,Analog Design Engineer; Analog Integrated Circuits Design Engineer (Analog IC Design Engineer); AutoCAD Drafter; AutoCAD Technician; CAD Drafter (Computer-Aided Design Drafter); CAD Draftsman (Computer-Aided Design Draftsman); CADD Drafter (Computer-Aided Design and Drafting Drafter); Circuit Board Drafter,2024,20020.0,77960.0,73720.0,37.48,35.44,3.6,3.0,3.38,3.75,3.38,2.88,4.25,1.62,3.62,3.12,3.25,3.0,2.75,3.0,3.5,2.88,3.25,2.62,3.25
17-3013.00,17-3013,Mechanical Drafters,"Prepare detailed working diagrams of machinery and mechanical devices, including dimensions, fastening methods, and other engineering information.",3,55,Aeronautical Drafter; Architectural Drafter; Auto Design Detailer; Auto Design Drafter (Automotive Design Drafter); Auto Design Layout Drafter (Automotive Design Layout Drafter); AutoCAD Designer; AutoCAD Drafter; AutoCAD Technician,2024,39900.0,74040.0,68510.0,35.59,32.94,3.4,3.38,3.5,3.62,3.5,3.25,3.88,2.25,3.25,3.0,3.12,2.88,3.0,3.0,3.5,2.25,3.12,2.38,3.25
17-3019.00,17-3019,"Drafters, All Other",All drafters not listed separately.,,31,AutoCAD Technician; Blueprint Engineer; Blueprint Tracer; CAD Designer (Computer-Aided Design Designer); CAD Draftsman (Computer-Aided Design Draftsman); CAD Operator (Computer-Aided Design Operator); Chief Design Drafter; Chief Drafter,2024,16010.0,66530.0,62010.0,31.99,29.81,3.6,,,,,,,,,,,,,,,,,,
17-3021.00,17-3021,Aerospace Engineering and Operations Technologists and Technicians,"Operate, install, adjust, and maintain integrated computer/communications systems, consoles, simulators, and other data acquisition, test, and measurement instruments and equipment, which are used to launch, track, position, and evaluate air and space vehicles. May record and interpret test data.",3,28,Aerographer; Aerospace Assembler; Aerospace Engineering Technologist; Aerospace Mechanic; Aerospace Operations Technologist; Aerospace Physiological Technician; Aerospace Technician; Aircraft Research Mechanic,2024,9060.0,86330.0,79830.0,41.5,38.38,4.3,3.0,4.12,4.0,4.0,3.25,4.5,1.62,4.0,3.25,3.38,3.12,3.12,3.0,3.88,2.88,3.0,2.75,3.554
17-3022.00,17-3022,Civil Engineering Technologists and Technicians,"Apply theory and principles of civil engineering in planning, designing, and overseeing construction and maintenance of structures and facilities under the direction of engineering staff or physical scientists.",3,31,Bridge Construction Inspector; CADD Technician (Computer-Aided Design and Drafting Technician); Civil Designer; Civil Engineer Helper; Civil Engineer's Aide; Civil Engineering Assistant; Civil Engineering Technician; Civil Engineering Technologist,2024,62130.0,68450.0,64200.0,32.91,30.86,2.2,2.88,3.88,4.0,3.75,3.0,4.12,1.0,3.62,3.12,3.25,3.0,2.75,2.88,4.0,2.38,2.38,2.62,3.361
17-3023.00,17-3023,Electrical and Electronic Engineering Technologists and Technicians,"Apply electrical and electronic theory and related knowledge, usually under the direction of engineering staff, to design, build, repair, adjust, and modify electrical components, circuitry, controls, and machinery for subsequent evaluation and use by engineering staff in making engineering design decisions.",3,112,Analog Circuit Designer; Analog Device Designer; Analysis Specialist; Applied Technologist; Automation Maintenance Technician; Automation Technician; Building Automation Technician (Building Automation Tech); Building Components Designer,2024,92710.0,78580.0,77180.0,37.78,37.11,1.4,3.25,3.25,3.75,3.62,2.75,4.12,1.25,3.75,3.12,3.25,2.88,2.88,2.62,3.5,2.25,2.88,2.88,3.306
17-3024.00,17-3024,Electro-Mechanical and Mechatronics Technologists and Technicians,"Operate, test, maintain, or adjust unmanned, automated, servomechanical, or electromechanical equipment. May operate unmanned submarines, aircraft, or other equipment to observe or record visual information at sites such as oil rigs, crop fields, buildings, or for similar infrastructure, deep ocean exploration, or hazardous waste removal. May assist engineers in testing and designing robotics equipment.",3,64,Automation Technician (Automation Tech); Automation Test Specialist; Calibration Technician; Certified Control Systems Technician; Commercial Drone Operator; Commercial Drone Pilot; Commercial Drone Technician; Drone Operator,2024,14680.0,75710.0,70760.0,36.4,34.02,3.0,3.12,3.62,3.88,3.88,3.25,3.88,2.62,3.75,3.12,3.12,3.12,3.12,2.88,3.38,1.88,3.12,2.25,3.414
17-3024.01,17-3024,Robotics Technicians,"Build, install, test, or maintain robotic equipment or related automated production systems.",3,30,Assembly Technician; Automation Control Integrator; Automation Control Technician; Automation Controls Expert; Automation Controls Specialist; Automation Engineering Technician; Automation Technician; Automation Technologist,2024,14680.0,75710.0,70760.0,36.4,34.02,3.0,3.25,4.0,4.12,4.0,3.25,4.0,2.75,4.0,3.12,3.62,3.12,3.25,2.75,3.62,2.62,3.12,3.0,3.609
17-3025.00,17-3025,Environmental Engineering Technologists and Technicians,"Apply theory and principles of environmental engineering to modify, test, and operate equipment and devices used in the prevention, control, and remediation of environmental problems, including waste treatment and site remediation, under the direction of engineering staff or scientists. May assist in the development of environmental remediation devices.",4,31,Air Analysis Engineering Technician; Air Analysis Technician; Air Analyst; Air Moving Technician; Air Pollution Specialist; Air Quality Instrument Specialist; Air Technician; Aquatic Technician (Aquatic Tech),2024,12500.0,63070.0,58890.0,30.32,28.31,6.4,3.0,4.12,3.88,4.0,3.12,4.5,2.0,4.0,3.62,3.38,3.0,3.0,3.0,4.0,2.88,2.88,2.88,3.556
17-3026.00,17-3026,Industrial Engineering Technologists and Technicians,"Apply engineering theory and principles to problems of industrial layout or manufacturing production, usually under the direction of engineering staff. May perform time and motion studies on worker operations in a variety of industries for purposes such as establishing standard production rates or improving efficiency.",3,111,3D Printing Tech (Three Dimensional Printing Technician); Additive Manufacturing Production Technician; Additive Manufacturing Technician; Analysis Tester; Boiler Water Tester; Business Process Analyst; CAD Specialist (Computer Aided Design Specialist); Cellophane Tester,2024,73410.0,69780.0,64790.0,33.55,31.15,1.1,3.62,3.88,4.0,4.0,3.0,4.0,1.62,3.88,4.0,3.88,3.75,3.75,3.12,3.88,3.25,3.12,2.75,3.862
17-3026.01,17-3026,Nanotechnology Engineering Technologists and Technicians,"Implement production processes and operate commercial-scale production equipment to produce, test, or modify materials, devices, or systems of unique molecular or macromolecular composition. Operate advanced microscopy equipment to manipulate nanoscale objects. Work under the supervision of nanoengineering staff.",4,20,Cleanroom Operator; Cleanroom Technician (Cleanroom Tech); Engineering Technician (Engineering Tech); Lab Technician (Laboratory Technician); Nanofabrication Specialist; Nanoscience Technician (Nanoscience Tech); Nanotechnician; Nanotechnologist,2024,73410.0,69780.0,64790.0,33.55,31.15,1.1,3.38,4.12,4.12,3.88,3.5,4.88,,3.88,3.25,3.62,3.5,2.88,2.62,3.75,2.5,3.25,2.25,3.626
17-3027.00,17-3027,Mechanical Engineering Technologists and Technicians,"Apply theory and principles of mechanical engineering to modify, develop, test, or adjust machinery and equipment under direction of engineering staff or physical scientists.",3,48,Apparatus Engineering Technologist; Automation Design Checker; Brinell Tester; Certified Control Systems Technician (CCST); Computer-Aided Design Designer; Development Technician; Electrical Mechanical Maintenance Technician; Engineering Aide,2024,37450.0,72450.0,68730.0,34.83,33.04,2.4,3.25,4.0,4.12,4.0,3.25,4.0,1.38,3.88,3.38,3.5,3.25,3.25,3.12,3.88,3.0,3.0,2.75,3.626
17-3027.01,17-3027,Automotive Engineering Technicians,"Assist engineers in determining the practicality of proposed product design changes and plan and carry out tests on experimental test devices or equipment for performance, durability, or efficiency.",3,9,Automotive Design Checker (Auto Design Checker); Automotive Engineering Technician; Automotive Technician (Auto Technician); Automotive Test Technician (Auto Test Technician); Durability Technician; Laboratory Technician (Lab Technician); Performance Technician; Research Technician,2024,37450.0,72450.0,68730.0,34.83,33.04,2.4,3.25,3.75,3.75,3.5,3.25,4.0,1.88,3.38,3.25,3.25,2.88,2.88,2.5,3.38,2.62,2.62,2.12,3.321
17-3028.00,17-3028,Calibration Technologists and Technicians,"Execute or adapt procedures and techniques for calibrating measurement devices, by applying knowledge of measurement science, mathematics, physics, chemistry, and electronics, sometimes under the direction of engineering staff. Determine measurement standard suitability for calibrating measurement devices. May perform preventive maintenance on equipment. May perform corrective actions to address identified calibration problems.",3,21,Calibration Coordinator; Calibration Engineer; Calibration Specialist; Calibration Technician; Calibration Technologist; Certified Calibration Technician; Diagnostic Technician (Diagnostic Tech); Electromechanical Equipment Tester,2024,15320.0,71080.0,65040.0,34.18,31.27,4.5,,,,,,,,,,,,,,,,,,
